nombre;cuit;domicilio;id_pais;contacto;email;telefono;activo
MAXIMILIANO OSCAR BERNABEI;20-25677624-4;ANTARTIDA ARGENTINA 6885  Dpto:1 MARTIN_CORONADO BUENOS_AIRES;1;bernabei;bernabei@hotmail.com.ar;1158066055;1
MAXTRACKER S.A.;30-71563523-9;CABILDO AV. 4564 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cristian.polotto;cristian.polotto@maxtracker.com.ar;112710-3533;1
MCLSTUDIO S.A.;30-71770805-5;CERVIeO AV. 4491  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;francisco.gallic;francisco.gallic@gmail.com;2243418189;1
M.C. PINTURAS S.A.;30-71428499-8;SARMIENTO 1099 Piso:0 GARIN BUENOS_AIRES;1;belensabatino;belensabatino@mcpinturas.com.ar;0348-4457575;1
MED AUTOELEVADORES S.R.L.;30-70931638-5;GARAY JUAN DE AV. 1499 Piso:4 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;victoria;victoria@medautoelevadores.com.ar;4452-6396  / 11-3449-4925;1
MEDICALL EXPRESS S.A.;30-70781495-7;AV PTE ILLIA KM 40500 0  BUENOS_AIRES;1;viviana.russo;viviana.russo@gmail.com;1158086138;1
MEDIKAR SOCIEDAD ANONIMA;30-70952467-0;PARAGUAY 1896 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;marinafrias;marinafrias@medikar.com.ar;NULL;1
MEDILAB S.R.L.;30-71502459-0;BELGRANO 1149 VILLA_MERCEDES SAN_LUIS;1;examenesmedicosperiodicos.art;examenesmedicosperiodicos.art@medilabsrl.com.ar;NULL;1
ME GROUP S.R.L.;33-71442644-9;DE MAYO AV. 605 Piso:4 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana;mariana@weturnevents.com;+54 9 11 4070 3073;1
MELERAPE SA;30-70725814-0;"SAENZ PE&#209;A R. PTE. AV. 725  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;jeferecepcion;jeferecepcion@725continental.com;Javier Tel: 54.11.4131.8000 Int:7146 Directo: 54.11.4131.8015;1
MELISA CECILIA MONTES;27-31116020-1;SAN JUAN 3750  SANTA_FE;1;squadrafunes;squadrafunes@gmail.com;NULL;1
MERIDIANO NORTE S.A.;30-70741884-9;CORDOBA AV. 1255 Piso:8 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;iberraz;iberraz@meridianonorte.com;Ines 1133437211 ;1
METALURGICA CADE S.R.L;30-71211276-6;GUEMES 887 CARCARANA SANTA_FE;1;compras;"compras@metalurgicacade.com.ar; bcasareto@metalurgicacade.com.ar; msluque@metalurgicacade.com.ar ";5,49E+12;1
METALURGICA LOS ARROYOS S.A.;30-70929335-0;RUTA 3  KM 496 0 TRES_ARROYOS BUENOS_AIRES;1;administracion;administracion@mla.com.ar;2983 434425;1
METALURGICA RUEDAMAS S R L;30-62446907-7;HUGO DEL CARRIL 9345 LOMA_HERMOSA BUENOS_AIRES;1;acragnolino;acragnolino@metalurgicaruedamas.com.ar;11 2666 2934;1
METROHM ARGENTINA;30-71638425-6;PATRICIOS REGTO. AV. 1456  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;natalia.molinari;natalia.molinari@metrohm.com.ar;54 11 3987 1276;1
MHR ABOGADOS SOCIEDAD LEY 19550 CAPITULO I SECCION IV;30-71580146-5;BOUCHARD AV. 680 Piso:19  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Conferencecall;Conferencecall@mhrlegal.com;Ludmila 2150-9779;1
MICROGLOBAL ARGENTINA SOCIEDAD ANONIMA;30-66153522-5;PIEDRAS 1702 PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
MIDIOS S.A.;30-71105658-7;PARAGUAY 610 Piso:14  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;velias;"velias@midios.com; mcontreiras@midios.com; logistica@quattrum.com.ar";NULL;1
MIGUEL DONATO CHIARITO;20-14283878-9;SAN MARTIN 536 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;eduardobabbicola;"eduardobabbicola@gmail.com; maggie3carmona@gmail.com";Margarita 31356234;1
MILLS CAPITAL MARKETS S.A.;30-71033424-9;MANSO JUANA 1750 Piso:5  S:SUR T:ESMER  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mstorni;mstorni@millscapitalgroup.com;Milagros: 3220 3660 / Cel: 11 3686 8804;1
MINERAR SA;30-68061849-2;IRIGOYEN BERNARDO DE 330 Piso:3 Dpto:73  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lpaolini;"lpaolini@paolini.com.ar; apaolini@paolini.com.ar";4334-2190;1
MINERA TRITON ARGENTINA SA;30-69227723-2;ROCA Y LUIS SANCHEZ 0  SANTA_CRUZ;1;mpizarro;"mpizarro@mineratriton.com; AMontero@mineratriton.com";NULL;1
MISHFERE S.R.L.;30-71592322-6;MARABOTTO 329  Dpto:2 TIGRE BUENOS_AIRES;1;mrecondo;mrecondo@piolaproducciones.com;15 5486 0079;1
MLG ACEROS S.A;30-71721983-6;LA PAMPA 1534 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vmaniera;vmaniera@lemantex.com.ar;NULL;1
MOELLER Y CO S A;30-52976766-4;LIBERTADOR DEL AV. 6250 Piso:11  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Melisa.Oshiro;Melisa.Oshiro@moellerip.com;NULL;1
MOLINO SEGURA S.A.S.;30-71635220-6;SARMIENTO DOMINGO FAUSTINO 713 UCACHA CORDOBA;1;NULL;NULL;NULL;1
MOLISUD S A;30-60150642-0;BOULEVARD MENGUELLE 742 JACINTO_ARAUZ LA_PAMPA;1;wilfredobonjour;wilfredobonjour@gmail.com; +54 9 11 3698-7109;1
MONGIELLO - GOeE & ASOCIADOS SRL;30-71041813-2;DE LOS INCAS AV. 4054 Piso:8 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;med;med@amongiello.com.ar;Ma Eugenia: 11 5115-7272;1
MONITORING STATION SA;30-68489980-1;53 425  BUENOS_AIRES;1;me.demaestri;me.demaestri@gmail.com;2216173676;1
MOQ S.A.;30-71582184-9;CIUDAD DE LA PAZ 2928 Piso:PB Dpto:0  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;agustin.uranga;agustin.uranga@zoomagri.com;NULL;1
MOTOROLA  SOLUTIONS ARGENTINA SOCIEDAD  ANONIMA;30-66205353-4;NICOLAS REPETTO 3656 Piso:5 OLIVOS BUENOS_AIRES;1;juan.cortes;juan.cortes@motorolasolutions.com;(11) 6643-5652;1
MOTORTECH S.A;30-70733456-4;RAMIREZ CARLOS MARIA 2555  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;damaris.lozada;damaris.lozada@mocbos.com;4918-2299 / 113451 - 3393;1
MS FERNANDEZ S.R.L.;30-71475625-3;MZA 17 LOTE 10- SAN ISIDRO 0 VILLA_ALLENDE CORDOBA;1;mymaldon;mymaldon@quilmes.com.ar;3516337779;1
MT-IDEAS S. A.;30-69287767-1;MENDEZ DE ANDES 1442  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;martina.belorian;martina.belorian@mt-ar.com;NULL;1
MUBI Inc.;99-99999999-9;215 Park Avenue South FL 12 New York: NY 10003;1;Abril Cortes;acortes@mubi.com;NULL;1
MUEBLES EXPRESS SRL;30-70953231-2;DARDO ROCHA 1070 MARTINEZ BUENOS_AIRES;1;mechigavuzzo;"mechigavuzzo@grupodellacasa.com.ar; rocio.alberti@grupodellacasa.com.ar";NULL;1
MULTICONTROL SOCIEDAD ANONIMA;30-60017666-4;AUSTRIA NORTE 1456 TIGRE BUENOS_AIRES;1;marketing;marketing@westric.com;11 7078 8887;1
MULTIVIAJES ARGENTINA SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70945570-9;CORDOBA AV. 673 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;juan.pedro;"juan.pedro@amv.travel; veronica@amv.travel";1163959281 / 5031-3060 / 11 3336-9276;1
MUNDITOL SA I C E F E I;30-51933627-4;HONDURAS 3757  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;milagro.ledezma;milagro.ledezma@munditol.com;48219999;1
MUNDO BRANCO S. A.;30-70924703-0;FORMOSA 203 Piso:2  BUENOS_AIRES;1;daniela;daniela@mundobranco.com;NULL;1
MUNICIPALIDAD DE PILAR;30-99903833-2;BULEVAR GENERAL PAZ 1262 PILAR CORDOBA;1;mmicaelamirandaa;mmicaelamirandaa@gmail.com;NULL;1
MUTUALIDAD DEL PERSONAL DEL BANCO DE LA PAMPA;30-57630843-0;URQUIZA 466  LA_PAMPA;1;asociados;asociados@mutualblp.com.ar;2954622929;1
NACION SERVICIOS S A;33-62136455-9;SANTA FE 1345  SANTA_FE;1;SCIRACI;SCIRACI@nacionservicios.com.ar;NULL;1
NAIMA SRL;30-71195376-7;THAMES 1344  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
NAVARRO SA;30-70701267-2;RUTA 51 Y 85 KM 108 0 CORONEL_PRINGLES BUENOS_AIRES;1;andrea.sangregorio;andrea.sangregorio@navarrosa.com.ar;NULL;1
NEMO S.A.;30-70956125-8;JUNIN 191 Piso:14  SANTA_FE;1;ariel.giri;ariel.giri@nemogroup.net;NULL;1
NESTLE ARGENTINA S A;30-54676404-0;AV DEL LIBERTADOR 1855 VICENTE_LOPEZ BUENOS_AIRES;1;Juan.Croux;"Juan.Croux@ar.nestle.com ;  matias.braida@ar.nestle.com;Cecilia.ibanez@ar.nestle.com";"Juan Croux: 0342 4753500 Int 3545 ; Matias 54 342 4753500 int. 3593;aldana.rey@ar.nestle.com";1
NEUTRONA ARGENTINA S.R.L.;30-71238162-7;AV. DEL LIBERTADOR 118 Piso:7 VICENTE_LOPEZ BUENOS_AIRES;1;manuel.torra;manuel.torra@neutrona.com;NULL;1
NEW PLAN CAR S A DE CAPITALIZACION Y AHORRO;33-69893751-9;YRIGOYEN HIPOLITO 1628 Piso:2 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;anabelcarbone;anabelcarbone@multigol.com.ar;(011) 7078-3111;1
NEW TECHNOLOGIES S R L;30-65510467-0;MONTAeESES 2180 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jmsamman;jmsamman@newtechnologiesweb.com;NULL;1
NEWTON STATION S.R.L.;30-71198096-9;PARANA 552 Piso:8 Dpto:84  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;marisol.mkt;marisol.mkt@compragamer.com;1172326579;1
NEXTGEN MULTIMEDIA S.R.L.;30-71636463-8;MURGUIONDO 1519  Dpto:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;johanna;"johanna@rightnowmedia.org; miguel@rightnowmedia.org";11 5851-7559;1
NICOLAS  IVAN SOMMER;23-31251682-9;GURRUCHAGA 670 Piso:7 Dpto:707  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gdepaoli22;gdepaoli22@gmail.com;NULL;1
NIHEBAL S A;30-69162046-4;CORRIENTES AV. 1386 Piso:12 Dpto:114  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;facturacion;"facturacion@nihebal.com.ar; arielmasi@nihebal.com.ar";NULL;1
NIPRO MEDICAL CORPORATION;33-69350173-9;AV. FONDO DE LA LEGUA 936 Piso:2 MARTINEZ BUENOS_AIRES;1;carlac;carlac@nipromed.com;NULL;1
NISSAN ARGENTINA S.A.;30-71158535-0;AV. LIBERTADOR 174 Piso:13 VICENTE_LOPEZ BUENOS_AIRES;1;leandro.tellechea;leandro.tellechea@nissan.com.ar;NULL;1
NOATUM LOGISTICS ARGENTINA INC.. S.R.L.;30-71037354-6;CORDOBA AV. 673 Piso:2 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
NOBS S.A.;30-71221568-9;MONROE 3307  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;malvina.quinones;"malvina.quinones@res.com.ar; belen.vallone@res.com.ar";Malvina: 1135452297;1
NODOS S. A. S.;30-71668724-0;GUEMES (S) 283  SAN_JUAN;1;NULL;NULL;NULL;1
NOEMI SILVIA GARCIA;27-12487412-8;LASERRE 592 RIO_GRANDE TIERRA_DEL_FUEGO;1;NULL;NULL;NULL;1
NOVATECH SOLUTIONS S A;33-70901429-9;USPALLATA 2766  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;eacosta;eacosta@novatech.com.ar;4941-2163 / 1849;1
N PUNTO CERO  SA;33-71145079-9;CHILE 576 Piso:1 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ignacio.guebara;ignacio.guebara@amplifica.co; Ignacio Guebara , 1153521616 (contacto para entrega 1150071123);1
NUEVA ACEITERA TICINO S A;30-70859270-2;ZONA DE QUINTAS 0 TICINO CORDOBA;1;NULL;NULL;NULL;1
NUTRIN SA;30-70334144-2;INTENDENTE JUAN B. LORENZATI 316 TICINO CORDOBA;1;luciana;luciana@nutrin.com.ar;3,58E+11;1
OBLAK HNOS S A C I F I;30-50366413-1;RUTA NAC 3 KM 38 0 VIRREY_DEL_PINO BUENOS_AIRES;1;liliana.bernal;liliana.bernal@oblak.com.ar;11 66610004;1
OBRA SOCIAL DE DOCENTES PARTICULARES;30-58541245-3;MITRE BARTOLOME 2233  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;noel.franco;noel.franco@sadop.edu.ar;Marea Noel Franco, Sec. de Accien Social, Depto. de Turismo5941-5500 e Int 519;1
OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO;30-65731497-4;MITRE BARTOLOME 1523  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;compras;"compras@ospoce.com.ar; abravo@ospoce.com.ar";1164051971;1
OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA OSPRERA;30-54733941-6;RECONQUISTA 630  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;agustin.jalil;agustin.jalil@osprera.org.ar;4312-2500  Int. 3204;1
OBRA SOCIAL DE PETROLEROS O S PE;30-66187671-5;ALEM LEANDRO N. AV. 690 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;llambardi;llambardi@ospesalud.com.ar;5254-5100;1
OCEAN EXPORT SA;33-70803422-9;MENDOZA D.PEDRO D.AV 90  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pmillan;pmillan@coloniaexpress.com;NULL;1
OLANO VIAJES Y TURISMO S.R.L.;30-71079504-1;ROCA 335 CIPOLLETTI RIO_NEGRO;1;ventas;ventas@olanoviajes.com.ar  ;(0299) 4771426 ;1
OLEAGINOSA MORENO HNOS S A C I F I Y A;33-50223222-9;ALVEAR MARCELO T. DE 684 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Daiana.Schuvedt;"Daiana.Schuvedt@viterra.com; Andres.Llinas@viterra.com";+542914591100 (INT 4889);1
OLVITEC S.R.L.;30-71494566-8;ARTURO M. BAS 1028 RIO_CUARTO CORDOBA;1;abrero;abrero@oliverinformatica.com;Alejandro: 0358 4654312;1
OM SYSTEMS SRL;30-64273813-1;INDEPENDENCIA AV. 2029  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
OM TRAVEL S. A.;30-71601867-5;ZABALA 3056 Piso:PB A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mmarin;mmarin@bookingcars.com;+54 9 2984 36-5754;1
OOJED S.A.;30-71650712-9;TUCUMAN 633 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;business.support;"business.support@cloudx.com; gustavo.caselli@cloudx.com; sol.tarantino@cloudx.com; lucila.gonzalez@cloudx.com; johanna@cloudx.com";Sol: 1160376620 / Gustavo: 11 6266-8928;1
OPEN TECHNOLOGIES S.A;30-71219266-2;ESMERALDA 605 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lili;lili@oppen.io;1140429960;1
ORGANIZACION GRUPAL SRL;30-67655751-9;ECUADOR 1124 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
ORGANIZACION PANAMERICANA DE LA SALUD ORGANIZACION MUNDIAL DE LA SALUD;33-68586209-9;ALVEAR MARCELO T. DE 684 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
ORLANDO SERGIO GOMEZ;23-11118019-9;GUEMES NORTE 437  SAN_JUAN;1;lic.javierlopeznavas;lic.javierlopeznavas@gmail.com;NULL;1
OSTARA SOCIEDAD ANONIMA;30-70956812-0;URUGUAY 824 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;nsirito;nsirito@ostara360.com.ar;51993400 int218;1
PABLO ANDRES KLOSTER;20-38230803-5;VUELTA DE OBLIGADO 2245 Piso:9 Dpto:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rosina;rosina@agenciaeleven.com;1132725044;1
PANATEL SOCIEDAD ANONIMA;30-58719721-5;PELLEGRINI CARLOS 551  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mario.chiappa;mario.chiappa@buenosairesmarriott.com;+54 1143485170  M: +54 1149150035;1
PAOLINI HNOS.  S.A.;30-50509809-5;IRIGOYEN BERNARDO DE 330 Piso:3 Dpto:73  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lpaolini;"lpaolini@paolini.com.ar; apaolini@paolini.com.ar";4334-2190;1
PARNOR SA;30-51969925-3;LAFERRERE GREGORIO D 5844  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;personal;personal@parnor.com.ar;011-5368-0825/9544 - Celular 011-4034-4178 ;1
PARQUE EOLICO DEL BICENTENARIO S.A.;30-71242276-5;MOREAU DE JUSTO A.AV 2030 Piso:3 Dpto:304  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
PASTEKO S A;30-70603767-1;CALCHAQUI Y CALLE NRO. 5 0 BERAZATEGUI BUENOS_AIRES;1;sdeina;sdeina@bingobegui.com.ar;54 9 11 2366-4713 SEBASTIAN DEINA;1
PATAGONIA MAQUINARIAS S.R.L.;30-71228471-0;RUTA NACIONAL N 3 2815 RIO_GRANDE TIERRA_DEL_FUEGO;1;carolina.fiocchi;carolina.fiocchi@patagoniamaquinarias.com;5,49E+12;1
PATAGONIA RIVER GUIDES SA.;30-70897856-2;"LEGUA 21 R.P. N&#186;71   KILOMETRO 1 TREVELIN CHUBUT";1;oficina;oficina@patagoniariverguides.com;Micaela 02945.551364 ;1
PATAGONIA STEEL S.R.L.;30-71146041-8;AVENIDA HIPOLITO YRIGOYEN 444 ESQUEL CHUBUT;1;NULLconsultas; consultas@patagoniasteel.com.ar;Jorge : 2945 683002 : 2945 653001/692247;1
PATO MANDARIN SRL;30-71711031-1;SEGUROLA AV. 794  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ap;ap@patomandarin.com.ar;NULL;1
PATRICIA NOEMI MONTELEONE;27-24667364-6;ARTURO PRATT 3018  RIO_NEGRO;1;p.montele75;p.montele75@gmail.com;NULL;1
PAULA BELEN PARETO;27-32038332-9;MONTES DE OCA 238 TIGRE BUENOS_AIRES;1;NULL;NULL;NULL;1
PAY RETAILERS ARG S.R.L.;30-71671167-2;CORRALES VIEJOS 46 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;romina.ifran;romina.ifran@payretailers.com;1163041872;1
PELCO S A;30-60606312-8;SAAVEDRA 2875 EL_TALAR BUENOS_AIRES;1;ckalinec;"ckalinec@grupopelco.com.ar; tesoreria@grupopelco.com.ar";NULL;1
PENSANDO EN GRANDE;30-71675941-1;DARDO ROCHA 3108 MARTINEZ BUENOS_AIRES;1;alejandro.occhiuzzi;"alejandro.occhiuzzi@kwargentina.com; kwsanisidro@kwargentina.com";Alejandro: 11 4195-9509 / Luciana:  7079-8010;1
PEPKO BEAUTY GROUP S.A.;30-70760434-0;SARMIENTO 650  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana.grossetti;mariana.grossetti@pepkobeauty.com;15 40427430;1
PERMANENCIA SALUD S.R.L;30-71573858-5;ARRIBEeOS 2659 Piso:4 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;santiago;"santiago@permanencia.com.ar; administracion@permanencia.com.ar";Santi: 11 6808-6819;1
PETRINI VALORES SA;30-69424636-9;25 DE MAYO 267 Piso:03  CORDOBA;1;ivanpetrini;ivanpetrini@gmail.com;NULL;1
PETROGAS TANDIL SOCIEDAD ANONIMA;30-64214650-1;RUTA 226 Y LAS MALVINAA 0 TANDIL BUENOS_AIRES;1;mercedes.nieto;mercedes.nieto@petrotandil.com.ar;02494436111 int 115;1
PETROGREEN SA;30-63910627-2;VIAMONTE 1532 Piso:1 Dpto:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;a.dimaggio;a.dimaggio@petrogreen.net;NULL;1
PETRO ITATI SA;30-70761383-8;RUTA NAC 12 Y ACCESO ITATI 0 ITATI CORRIENTES;1;hocasabonne;"hocasabonne@petroitatisa.com.ar; maboschetti@petroitatisa.com.ar";03794-473175 int 108, Horacio: 3794-670300;1
PETROMIX SA;30-61185663-2;MOREAU DE JUSTO A.AV 2030 Piso:3 Dpto:304  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;administracion;administracion@pcr.com.ar;NULL;1
PETROQUIMICA COMODORO RIVADAVIA S A;30-56359811-1;MOREAU DE JUSTO A.AV 2030 Piso:3 Dpto:304  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;compras;"compras@pcr.energy; administracion@pcr.energy ";NULL;1
PETROTANDIL SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL E INMOBILIARIA;30-53523084-2;AVDA DEL VALLE 602 TANDIL BUENOS_AIRES;1;ftangherlini;ftangherlini@petrotandil.com.ar;Francisco 02494436111 int 115/celu 2494600335;1
PHARMAPROJECTS SA;30-70795099-0;ESTADOS UNIDOS 3210 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;contacto;contacto@pharmaprojects.com.ar;NULL;1
PLASTICOS MASSA S.R.L;30-71175600-7;161 1510  MELCHOR_ROMERO BUENOS_AIRES;1;nicolas;nicolas@plasticosmassa.com.ar;2215366914;1
PODER JUDICIAL CONSEJO DE LA MAGISTRATURA;34-54667147-1;SARMIENTO 877 Piso:10  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;feligl_03;feligl_03@hotmail.com;15 3075-9888;1
POOLING SOCIEDAD ANONIMA;30-71112422-1;BELGRANO 565 GODOY_CRUZ MENDOZA;1;julieta;julieta@poolingweb.com;NULL;1
POSITIVE COMPANY S.R.L. S. R. L.;30-71122181-2;JUSTO JUAN B AV. 2195  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
PP INVERSIONES S.A.;30-71531588-9;SARMIENTO 459 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fsotelo;fsotelo@portfoliopersonal.com;0800 345 7599;1
PREMEC SOCIEDAD ANONIMA;30-63258367-9;COLECTORA SUR ACCESO OESTE 13602 FRANCISCO_ALVAREZ BUENOS_AIRES;1;compras;compras@premecsa.com.ar;5365-5889 / 4843-9100;1
PREMIAR COMPAeIA ARGENTINA DE SEGUROS;30-71652979-3;PELLEGRINI CARLOS 713 Piso:13  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;emiliano.storti;emiliano.storti@premiar.com.ar;11 6524-2765;1
PREVENCION SALUD SOCIEDAD ANONIMA;30-71304500-0;AVENIDA INDEPENDENCIA 333 SUNCHALES SANTA_FE;1;ybscotta;ybscotta@prevencionart.com.ar;3493439829;1
PREVIEW S.A.;30-71161106-8;LOPEZ VICENTE 1739 Piso:10 Dpto:21  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;info;info@preview.com.ar;Cel: 15.4418.4681;1
PRISMA SOLUCIONES TECNOLOGICAS S.R.L;30-70990147-4;ALVAREZ THOMAS AV. 636 Piso:3 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Marina.Giugovaz;Marina.Giugovaz@prisma.cc;5254 2209;1
PRODICOS  S.A.U.;33-70707998-9;MOZART 1388 GARIN BUENOS_AIRES;1;ncomo;ncomo@alfaparfargentina.com;03327 449500;1
PRODUCTORES ASESORES DE SEGUROS SOBRE RUEDAS S.A.;30-71454172-9;"RODRIGUEZ PE&#209;A 681 Piso:4 Dpto:8  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;administracion;administracion@segurosobreruedas.com.ar;NULL;1
PROMETEON TYRE GROUP DE ARGENTINA SOCIEDAD ANONIMA UNIPERSONAL;30-71580663-7;DR. NICOLAS REPETTO 3656 Piso:5   T:1 OLIVOS BUENOS_AIRES;1;juan.martinez;juan.martinez@prometeon.com;115297-0591 / 113386-5183;1
PROYECTAR TU CASA S.A.;30-71423122-3;CERVANTES 3625  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;info;info@proyectartucasa.com.ar;NULL;1
PROYECTO VA S.R.L.;30-71131646-5;AV. STO. MY C. BELIERA EDIFICIO INSIGNIA 3025 Piso:PB PILAR BUENOS_AIRES;1;info;info@filiaregalos.com;Valeria: 1155163564;1
PRUDENTIAL  SEGUROS  S A;30-69895375-2;ALEM LEANDRO N. AV. 855 Piso:05  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;yair.benente;yair.benente@prudential.com;1158887737 (celu);1
PUMP CONTROL S R L;30-70728692-6;GUAMINI 2062  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;javier.burgos;javier.burgos@pump-control.com;NULL;1
Q M EQUIPMENT S A;30-70893242-2;1 E 2Y4 LOTE 18 Q 5 0  BUENOS_AIRES;1;rrhh;rrhh@qm-equipment.com;NULL;1
QUALITY SERVICE S.A.;30-71423906-2;MIGUEL CORRO 66  CORDOBA;1;michelle.alby;michelle.alby@qualityservicecba.com.ar;+54 9 351 5288613;1
QUANTUM ASSET MANAGEMENT S.A.;30-71598350-4;CORRIENTES AV. 222 Piso:12 Dpto:29  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vfernandez;vfernandez@QF.com.ar;NULL;1
RAFAS S.A.;30-71212192-7;BV. 9 DE JULIO 2347 SAN_FRANCISCO CORDOBA;1;gustavo;gustavo@setilviajes.com;3564 420754 / 410257;1
RAGOLIA SRL;30-59186498-6;COLECTORA GAONA 6808 ITUZAINGO BUENOS_AIRES;1;jimena;jimena@canterasdelmundo.com;Tel: 4139-9000 / 4450-2148  Int.101 / 15 3648-9211;1
RALLODENO S.A.;30-71528183-6;LONDRES 3960  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;evandam;"evandam@aires-renewables.com; ipapa@renewables.com";Esteban ,Lautaro administracien;1
RAMON GIGON;20-28241646-9;AZCUENAGA 320 TRES_ARROYOS BUENOS_AIRES;1;estudio.musacomunicacion;estudio.musacomunicacion@gmail.com;NULL;1
RANDON SOCIEDAD ANONIMA;30-71007301-1;49 1189 Piso:0  BUENOS_AIRES;1;pablogomez.gruporandon;pablogomez.gruporandon@gmail.com;(0221) 447-7858 Interno 2001;1
RAUL HORACIO SORDO;20-12123057-8;AVDA. MITRE 953 SASTRE SANTA_FE;1;francosordo61;francosordo61@hotmail.com;3406418973;1
